AccountNumber,TaxMap,GPIN,LUC,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,,,
12663,46-27-A-29-0,7707-76-4790,SNGL FAM SUB,2.002,AC,165000,0,165000,299500,0,464500,150000,0,150000,251000,0,401000,RR,RES/RUR,,,
12665,46-27-A-30-0,7707-76-5991,SNGL FAM SUB,2.004,AC,165000,0,165000,459200,700,624900,150000,0,150000,383900,700,534600,RR,RES/RUR,,,
12666,46-27-A-31-0,7707-77-5196,SNGL FAM SUB,2.092,AC,165000,0,165000,443800,23300,632100,150000,0,150000,371600,23000,544600,RR,RES/RUR,,,
12667,46-27-B-13-0,7707-75-5161,SNGL FAM SUB,2.009,AC,165000,0,165000,325600,0,490600,150000,0,150000,275900,0,425900,RR,RES/RUR,,,
12668,46-27-B-14-0,7707-75-4353,SNGL FAM SUB,2.253,AC,165000,0,165000,380100,19100,564200,150000,0,150000,318600,17900,486500,RR,RES/RUR,,,
12669,46-27-B-15-0,7707-75-5577,SNGL FAM SUB,2.002,AC,165000,0,165000,324400,0,489400,150000,0,150000,273200,0,423200,RR,RES/RUR,,,
12670,46-27-B-16-0,7707-75-6757,SNGL FAM SUB,2.002,AC,165000,0,165000,374600,3000,542600,150000,0,150000,315600,2600,468200,RR,RES/RUR,,,
12671,46-27-B-17-0,7707-75-7917,SNGL FAM SUB,2.002,AC,165000,0,165000,547000,800,712800,150000,0,150000,474800,800,625600,RR,RES/RUR,,,
12672,46-27-B-18-0,7707-76-7188,SNGL FAM SUB,2,AC,165000,0,165000,383000,0,548000,150000,0,150000,320800,0,470800,RR,RES/RUR,,,
12673,46-27-B-19-0,7707-76-8441,SNGL FAM SUB,2,AC,165000,0,165000,374200,56800,596000,150000,0,150000,313900,48200,512100,RR,RES/RUR,,,
12674,46-27-B-20-0,7707-76-9614,SNGL FAM SUB,2,AC,165000,0,165000,453300,1000,619300,150000,0,150000,385200,1000,536200,RR,RES/RUR,,,
12677,47-27-0-8-A,7726-07-4702,COMM & IND,1,AC,440000,0,440000,266100,6500,712600,400000,0,400000,250100,4400,654500,B1,BUS/GEN,,,
12678,48-1-0-13-D,7727-58-6916,COMM & IND,2.02,AC,155900,0,155900,0,0,155900,148500,0,148500,0,0,148500,M2,INDUS/G,,,
12680,48-13-0-A-1,7726-69-6519,SNGL FAM SUB,2.73,AC,148700,0,148700,164400,34200,347300,132800,0,132800,139800,29000,301600,A2,AG/LTD,,,
12683,51-1-0-21-B,6735-51-1841,SNGL FAM SUB,1,AC,2600,0,2600,0,0,2600,2500,0,2500,0,0,2500,A1,AG/GEN,,,
12684,52-1-0-5-0,6746-05-0302,SNGL FAM SUB,1,AC,2100,0,2100,0,0,2100,2000,0,2000,0,0,2000,A1,AG/GEN,,,
12685,55-1-0-14-J,6776-90-2342,State Exmm,45.803,AC,1160200,0,1160200,12493700,11900,13665800,1034100,0,1034100,12493600,11900,13539600,A2,AG/LTD,,,
12686,55-1-0-14-K,6785-04-1557,State Exmm,2.638,AC,97100,0,97100,0,0,97100,86700,0,86700,0,0,86700,A2,AG/LTD,,,
12688,56-14-0-1-0,6785-99-2896,AG 20-100 AC,23.9,AC,386100,0,386100,674000,81200,1141300,344300,0,344300,559300,73000,976600,A2,AG/LTD,,,
12690,56-14-0-3-0,6785-99-7187,SNGL FAM SUB,17.64,AC,299700,291100,8600,0,0,299700,267300,259700,7600,0,0,267300,A2,AG/LTD,,,
12691,56-14-0-4-0,6785-98-0228,SNGL FAM SUB,15.89,AC,223900,216600,7300,0,0,223900,199600,192800,6800,0,0,199600,A2,AG/LTD,,,
12692,56-14-0-5-0,6785-89-6182,SNGL FAM SUB,19.98,AC,301000,0,301000,0,0,301000,268400,0,268400,0,0,268400,A2,AG/LTD,,,
12693,57-1-0-45-C,7715-15-2054,SNGL FAM SUB,6.46,AC,245900,0,245900,0,0,245900,213800,0,213800,0,0,213800,A2,AG/LTD,,,
12694,57-1-0-45-D,7715-14-9131,SNGL FAM SUB,3,AC,181100,0,181100,128900,16000,326000,157400,0,157400,107600,13500,278500,A2,AG/LTD,,,
12696,57-1-0-69-B,7706-94-3871,SNGL FAM SUB,7.44,AC,404900,0,404900,353800,23000,781700,352000,0,352000,322600,23000,697600,A2,AG/LTD,,,
12697,57-1-0-69-C,7706-84-3848,SNGL FAM SUB,9.19,AC,408800,0,408800,0,0,408800,355400,0,355400,0,0,355400,A2,AG/LTD,,,
12704,62-1-0-34-A,7715-00-7115,SNGL FAM SUB,19,AC,652400,440500,211900,1664200,60200,2376800,567400,382900,184500,1495900,81200,2144500,A2,AG/LTD,,,
12708,63-34-0-1-0,7724-37-9045,COMM & IND,9,AC,1568500,0,1568500,6076100,143400,7788000,1493800,0,1493800,5762600,84800,7341200,M1,INDUS/L,,,
12709,64-1-0-75-B,7733-38-9569,SNGL FAM SUB,4.146,AC,293800,0,293800,297900,0,591700,194800,0,194800,252100,0,446900,R1,RES/LTD,,,
12710,64-1-0-83-B,7733-37-6492,SNGL FAM SUB,0.635,AC,265000,0,265000,0,0,265000,220000,0,220000,0,0,220000,R1,RES/LTD,,,
12716,64-20-0-3-0,7724-97-2302,COMM & IND,20,AC,4016000,0,4016000,11419200,100,15435300,3824700,0,3824700,11419200,100,15244000,M1,INDUS/L,,,
12764,14-1-0-10-A,6851-48-9095,SNGL FAM SUB,15.03,AC,70900,64000,6900,0,0,70900,69300,62900,6400,0,0,69300,A1,AG/GEN,,,
12765,14-1-0-10-B,6851-55-3806,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A1,AG/GEN,,,
12769,4-1-0-46-C,6813-07-0225,AG 20-100 AC,25.83,AC,153700,141100,12600,0,6000,159700,150700,139700,11000,0,6000,156700,A1,AG/GEN,,,
12770,4-1-0-46-D,6813-06-9434,AG 20-100 AC,21.293,AC,143500,133400,10100,0,0,143500,140700,131600,9100,0,0,140700,A1,AG/GEN,,,
12772,19-7-0-B-1,6830-85-9757,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A1,AG/GEN,,,
12773,19-7-0-B-2,6830-96-3065,SNGL FAM SUB,2,AC,54800,0,54800,20900,1000,76700,50900,0,50900,32000,1000,83900,A1,AG/GEN,,,
12774,20-1-0-1-A,6831-90-5874,SNGL FAM SUB,8.8,AC,112400,0,112400,184000,16300,312700,109400,0,109400,154200,13800,277400,RR,RES/RUR,,,
12775,28-1-0-58-GT,6738-18-9354-9999,SNGL FAM SUB,4.61,AC,157900,0,157900,223400,125300,506600,155700,0,155700,189900,118600,464200,A1,AG/GEN,,,
12776,29-1-0-112-D1,6748-79-7756,SNGL FAM SUB,3,AC,71600,0,71600,0,0,71600,65500,0,65500,0,0,65500,A1,AG/GEN,,,
12777,29-1-0-112-D2,6748-79-6473,SNGL FAM SUB,3,AC,73600,0,73600,0,0,73600,66500,0,66500,0,0,66500,A1,AG/GEN,,,
12778,31-1-0-31-B,6768-97-3674,SNGL FAM SUB,14.11,AC,237200,0,237200,67400,2000,306600,211900,0,211900,55700,2000,269600,A2,AG/LTD,,,
12781,46-1-0-53-E,7706-98-9307,SNGL FAM SUB,6.76,AC,167200,0,167200,0,0,167200,149500,0,149500,0,0,149500,A2,AG/LTD,,,
12782,46-1-0-53-F,7706-97-7752,SNGL FAM SUB,6.76,AC,167200,0,167200,0,0,167200,149500,0,149500,0,0,149500,A2,AG/LTD,,,
12788,56-15-0-3-0,6795-97-0403,SNGL FAM SUB,19.72,AC,600800,0,600800,644100,60800,1305700,522700,0,522700,634900,53400,1211000,RR,RES/RUR,,,
12789,56-15-0-4-0,6795-86-9030,AG 20-100 AC,21.653,AC,642500,0,642500,788500,99100,1530100,559100,0,559100,836000,87400,1482500,RR,RES/RUR,,,
12790,56-15-0-5-0,6795-85-2728,AG 20-100 AC,22.232,AC,655000,0,655000,597000,17500,1269500,570000,0,570000,579000,17500,1166500,RR,RES/RUR,,,
12791,56-15-0-6-0,6795-86-1664,SNGL FAM SUB,17.668,AC,556400,0,556400,2226200,144200,2926800,484200,0,484200,2205900,132400,2822500,RR,RES/RUR,,,
12793,56-15-0-7-0,6795-76-2709,AG 20-100 AC,28.349,AC,787100,0,787100,117900,8700,913700,685000,0,685000,116600,8700,810300,RR,RES/RUR,,,
12794,56-15-0-8-0,6795-66-0241,SNGL FAM SUB,10.825,AC,439100,0,439100,678900,41000,1159000,382000,0,382000,714600,41000,1137600,RR,RES/RUR,,,
12795,56-15-0-9-0,6795-66-8093,AG 20-100 AC,21.746,AC,644500,0,644500,81600,39000,765100,560800,0,560800,81100,39000,680900,RR,RES/RUR,,,
12796,56-15-0-9-A,6795-66-8335,SNGL FAM SUB,0.23,AC,4200,0,4200,0,0,4200,3700,0,3700,0,0,3700,RR,RES/RUR,,,
12797,56-15-0-10-0,6795-75-1219,SNGL FAM SUB,18.312,AC,570300,0,570300,588700,57400,1216400,496300,0,496300,617000,52500,1165800,RR,RES/RUR,,,
12798,56-15-0-11-0,6795-84-3779,SNGL FAM SUB,19.858,AC,603700,0,603700,1795100,158200,2557000,525300,0,525300,1845400,139000,2509700,RR,RES/RUR,,,
12799,57-1-0-40-B,7705-23-5076,Cmn Area/Open Spc,145.49,AC,0,0,0,0,0,0,0,0,0,0,0,0,RR,RES/RUR,,,
12804,53-1-0-6-A,6766-25-9160,SNGL FAM SUB,0.8,AC,1400,0,1400,0,0,1400,1200,0,1200,0,0,1200,A2,AG/LTD,,,
12810,22-1-0-1-A1,6769-58-5206,SNGL FAM SUB,12.08,AC,184500,0,184500,406000,38400,628900,169700,0,169700,341900,32200,543800,A2,AG/LTD,,,
12812,29-1-0-56-B,6749-71-0894,SNGL FAM SUB,1.5,AC,59000,0,59000,99500,600,159100,54900,0,54900,82300,600,137800,A1,AG/GEN,,,
12813,32-1-0-2-A,6779-75-8886,SNGL FAM SUB,2,AC,78500,0,78500,142200,500,221200,70100,0,70100,116700,500,187300,A2,AG/LTD,,,
12818,47-1-0-43-M2,7716-99-7850,COMM & IND,1.268,AC,319500,0,319500,239700,8700,567900,290400,0,290400,221800,6700,518900,M1,INDUS/L,,,
12912,11-1-0-57-0,6822-63-5137,AG 20-100 AC,34.42,AC,209000,147900,61100,315800,62900,587700,208500,152500,56000,282000,59100,549600,A1,AG/GEN,,,
12913,12-1-0-16-A,6822-84-0025,SNGL FAM SUB,4.53,AC,69100,0,69100,165200,3000,237300,67200,0,67200,153200,3000,223400,A1,AG/GEN,,,
12914,12-1-0-16-B,6822-72-4875,SNGL FAM SUB,17.42,AC,134100,0,134100,201300,3800,339200,131000,0,131000,172100,2800,305900,A1,AG/GEN,,,
12918,13-1-0-31-A,6852-00-1257,Roads,2.56,AC,0,0,0,0,0,0,0,0,0,0,0,0,A1,AG/GEN,,,
12920,13-19-0-4-A,6852-10-5440,SNGL FAM SUB,18.88,AC,124600,0,124600,230500,6900,362000,122300,0,122300,202600,5300,330200,A1,AG/GEN,,,
12921,13-19-0-4-B,6852-10-9271,SNGL FAM SUB,15.6,AC,108600,0,108600,0,0,108600,106600,0,106600,0,0,106600,A1,AG/GEN,,,
12922,13-19-0-5-A,6851-08-4870,SNGL FAM SUB,6.5,AC,76000,0,76000,181700,6400,264100,74500,0,74500,157700,5900,238100,A1,AG/GEN,,,
12923,13-19-0-5-B,6851-08-9971,SNGL FAM SUB,12,AC,94600,0,94600,170100,1000,265700,92900,0,92900,147600,1000,241500,A1,AG/GEN,,,
12924,21-1-0-34-B,6759-28-9500,SNGL FAM SUB,2.11,AC,67700,0,67700,171100,17100,255900,61400,0,61400,148500,14600,224500,A2,AG/LTD,,,
12925,30-1-0-29-C,6758-16-9348,SNGL FAM SUB,3.59,AC,79100,0,79100,0,0,79100,74200,0,74200,0,0,74200,A1,AG/GEN,,,
12926,30-1-0-29-D,6758-16-6477,SNGL FAM SUB,3.18,AC,75300,0,75300,16700,500,92500,70400,0,70400,19000,500,89900,A1,AG/GEN,,,
12927,39-1-0-2-A,6728-00-2020,AG 20-100 AC,20.09,AC,107200,97900,9300,0,0,107200,104900,96400,8500,0,0,104900,A1,AG/GEN,,,
12928,43-1-0-24-A,6767-54-5291,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,R1,RES/LTD,,,
12931,47-28-0-1-0,7716-69-6449,SNGL FAM SUB,1.504,AC,200000,0,200000,291600,2100,493700,170000,0,170000,284800,2400,457200,R1,RES/LTD,,,
12932,47-28-0-2-0,7716-69-6883,SNGL FAM SUB,1.517,AC,200000,0,200000,489700,46400,736100,170000,0,170000,483000,41000,694000,R1,RES/LTD,,,
12933,47-28-0-3-0,7717-60-6098,SNGL FAM SUB,1.724,AC,200000,0,200000,0,0,200000,170000,0,170000,0,0,170000,R1,RES/LTD,,,
12934,47-28-0-4-0,7717-60-8317,SNGL FAM SUB,3.097,AC,200000,0,200000,479800,0,679800,170000,0,170000,467000,0,637000,R1,RES/LTD,,,
12935,47-28-0-5-0,7717-60-5348,SNGL FAM SUB,2.079,AC,200000,0,200000,420900,79500,700400,170000,0,170000,416800,70500,657300,R1,RES/LTD,,,
12936,47-28-0-6-0,7717-60-3401,SNGL FAM SUB,1.857,AC,200000,0,200000,472800,0,672800,170000,0,170000,469500,0,639500,R1,RES/LTD,,,
12937,47-28-0-7-0,7717-60-0472,SNGL FAM SUB,1.815,AC,200000,0,200000,781300,0,981300,170000,0,170000,784900,0,954900,R1,RES/LTD,,,
12938,47-28-0-8-0,7717-50-8562,SNGL FAM SUB,1.503,AC,200000,0,200000,641400,0,841400,170000,0,170000,623900,0,793900,R1,RES/LTD,,,
12939,47-28-0-9-0,7717-50-7327,SNGL FAM SUB,1.502,AC,200000,0,200000,476200,0,676200,170000,0,170000,472900,0,642900,R1,RES/LTD,,,
12940,47-28-0-10-0,7717-50-6154,SNGL FAM SUB,1.501,AC,200000,0,200000,484600,500,685100,170000,0,170000,473000,500,643500,R1,RES/LTD,,,
12941,47-28-0-11-0,7717-50-8005,SNGL FAM SUB,1.527,AC,200000,0,200000,367700,12900,580600,170000,0,170000,361500,10900,542400,R1,RES/LTD,,,
12942,47-28-0-12-0,7717-60-0024,SNGL FAM SUB,1.626,AC,200000,0,200000,1283100,0,1483100,170000,0,170000,1209800,0,1379800,R1,RES/LTD,,,
12943,47-28-0-13-0,7716-69-1992,SNGL FAM SUB,2.53,AC,200000,0,200000,424000,28100,652100,170000,0,170000,409500,27200,606700,R1,RES/LTD,,,
12944,47-28-0-14-0,7716-69-3795,SNGL FAM SUB,2.187,AC,200000,0,200000,582500,0,782500,170000,0,170000,593800,0,763800,R1,RES/LTD,,,
12945,47-28-0-15-0,7717-50-3423,SNGL FAM SUB,2.247,AC,190000,0,190000,299300,0,489300,158100,0,158100,300300,0,458400,R1,RES/LTD,,,
12946,47-28-0-16-0,7717-51-3698,SNGL FAM SUB,2.184,AC,200000,0,200000,491800,0,691800,158100,0,158100,495700,0,653800,R1,RES/LTD,,,
12947,47-28-0-17-0,7717-51-5663,SNGL FAM SUB,2.042,AC,200000,0,200000,586200,0,786200,158100,0,158100,584700,0,742800,R1,RES/LTD,,,
12948,47-28-0-18-0,7717-51-7589,SNGL FAM SUB,2.234,AC,200000,0,200000,0,0,200000,158100,0,158100,0,0,158100,R1,RES/LTD,,,
12961,63-15-A-1-A,7714-91-7218,SNGL FAM SUB,9.74,AC,509100,0,509100,1257700,120900,1887700,442500,0,442500,1088900,106200,1637600,A2R1,AG LTD/,,,
13279,1-1-0-30-A,6814-34-5091,AG > 100 AC,114.12,AC,623300,395600,227700,0,51800,675100,611100,390100,221000,0,52900,664000,A1,AG/GEN,,,
13282,41-1-0-2-D,6747-25-1083,AG > 100 AC,205.19,AC,621100,520000,101100,0,0,621100,620500,532700,87800,0,0,620500,A1,AG/GEN,,,
13283,1-1-0-13-A,6814-37-1332,SNGL FAM SUB,2.01,AC,44900,0,44900,98500,0,143400,44100,0,44100,84700,0,128800,A1,AG/GEN,,,
13284,4-1-0-51-A,6803-83-7570,SNGL FAM SUB,15,AC,64400,0,64400,0,0,64400,63200,0,63200,0,0,63200,A1,AG/GEN,,,
13287,6-1-0-35-A,6822-78-7889,SNGL FAM SUB,3.67,AC,62100,0,62100,184300,26200,272600,60400,0,60400,162500,22000,244900,A1,AG/GEN,,,
13288,6-1-0-35-B,6822-78-7577,SNGL FAM SUB,2.63,AC,53600,0,53600,105900,1500,161000,52000,0,52000,90200,1500,143700,A1,AG/GEN,,,
13289,10-1-0-25-A,6801-85-9973,SNGL FAM SUB,6.4,AC,63600,60300,3300,0,35800,99400,62300,0,62300,0,35500,97800,A1,AG/GEN,,,
13290,10-1-0-25-B,6801-85-2145,SNGL FAM SUB,7.154,AC,67100,0,67100,173000,20100,260200,65700,0,65700,154400,17500,237600,A1,AG/GEN,,,
13291,10-1-0-25-C,6801-84-6997,SNGL FAM SUB,6.34,AC,63400,0,63400,115300,0,178700,62000,0,62000,97900,0,159900,A1,AG/GEN,,,
13292,10-1-0-25-D,6801-94-9818,AG 20-100 AC,23.178,AC,116600,0,116600,218300,7000,341900,104500,0,104500,182000,600,287100,A1,AG/GEN,,,
13294,11-10-0-3-A,6821-35-2901,SNGL FAM SUB,5,AC,63500,0,63500,501500,0,565000,62000,0,62000,400800,0,462800,A1,AG/GEN,,,
13295,12-1-0-16-B1,6822-73-3652,SNGL FAM SUB,17,AC,131700,0,131700,230500,100100,462300,128600,0,128600,199800,87100,415500,A1,AG/GEN,,,
13297,13-1-0-16-A,6841-47-1561,SNGL FAM SUB,2.18,AC,60100,0,60100,181500,0,241600,54000,0,54000,168400,0,222400,A1,AG/GEN,,,
13298,13-1-0-20-E,6841-55-3963,SNGL FAM SUB,4.97,AC,83300,0,83300,188700,0,272000,81800,0,81800,167500,0,249300,A1,AG/GEN,,,
13300,13-1-0-32-0,6852-03-7962,SNGL FAM SUB,2,AC,58600,0,58600,191700,10200,260500,57500,0,57500,168100,9300,234900,A1,AG/GEN,,,
13301,13-1-0-32-A,6852-03-6780,SNGL FAM SUB,2,AC,58600,0,58600,187200,500,246300,54000,0,54000,161200,500,215700,A1,AG/GEN,,,
13302,13-1-0-32-B,6852-03-9796,SNGL FAM SUB,2.51,AC,56700,0,56700,197000,2500,256200,56600,0,56600,122800,2500,181900,A1,AG/GEN,,,
13303,13-1-0-32-C,6852-13-3609,SNGL FAM SUB,5.77,AC,76000,0,76000,212200,28700,316900,72900,0,72900,181300,24800,279000,A1,AG/GEN,,,
13304,7-5-0-1-0,6843-00-4547,SNGL FAM SUB,7.424,AC,83800,0,83800,195600,4000,283400,81700,0,81700,170500,4000,256200,A1,AG/GEN,,,
13305,7-5-0-2-0,6843-00-9402,SNGL FAM SUB,11.147,AC,102400,0,102400,180100,61400,343900,99900,0,99900,155100,54000,309000,A1,AG/GEN,,,
13306,7-5-0-3-0,6843-10-4228,SNGL FAM SUB,14.974,AC,120100,0,120100,369400,47700,537200,117300,0,117300,331100,42400,490800,A1,AG/GEN,,,
13307,7-5-0-4-0,6843-10-9241,SNGL FAM SUB,14.263,AC,116100,0,116100,0,0,116100,113300,0,113300,0,0,113300,A1,AG/GEN,,,
13309,16-4-0-21-0,5890-46-4755,SNGL FAM SUB,4.29,AC,50600,0,50600,213600,2400,266600,49500,0,49500,184000,2400,235900,A1,AG/GEN,,,
13310,17-1-0-88-A1,6719-47-7410,SNGL FAM SUB,2.76,AC,50600,0,50600,217000,19500,287100,48600,0,48600,120400,15700,184700,A1,AG/GEN,,,
13311,17-1-0-88-A2,6719-47-5235,SNGL FAM SUB,2,AC,46000,0,46000,123600,200,169800,44000,0,44000,99100,200,143300,A1,AG/GEN,,,
13312,17-6-0-W-1,6810-34-0389,SNGL FAM SUB,3,AC,52000,0,52000,0,0,52000,49000,0,49000,0,0,49000,A1,AG/GEN,,,
13313,18-3-0-2-C,6810-83-0189,AG 20-100 AC,69.64,AC,214100,141000,73100,360500,129500,704100,209600,142300,67300,303100,123900,636600,A1,AG/GEN,,,
13314,19-1-0-8-A,6830-08-5227,SNGL FAM SUB,2.285,AC,57000,0,57000,0,0,57000,54700,0,54700,0,0,54700,A1,AG/GEN,,,
13315,19-1-0-8-B,6830-08-3486,SNGL FAM SUB,4.421,AC,71500,0,71500,14400,5500,91400,68000,0,68000,13900,5500,87400,A1,AG/GEN,,,
13316,19-1-0-8-C,6830-08-3761,SNGL FAM SUB,4.402,AC,71300,0,71300,165500,30200,267000,67800,0,67800,136200,26300,230300,A1,AG/GEN,,,
13319,19-1-0-40-B,6831-52-6256,SNGL FAM SUB,1.51,AC,52000,0,52000,129400,1200,182600,48700,0,48700,106900,1200,156800,A1,AG/GEN,,,
13320,21-1-0-39-A,6759-39-6285,SNGL FAM SUB,3.76,AC,87300,0,87300,281900,0,369200,77200,0,77200,234400,0,311600,A2,AG/LTD,,,
13321,25-1-0-10-A,5799-34-0613,SNGL FAM SUB,7.2,AC,67300,0,67300,0,0,67300,65900,0,65900,0,0,65900,A1,AG/GEN,,,
13323,26-1-0-57-C,6719-11-9916,COMM & IND,2,AC,85700,0,85700,139000,45900,270600,83200,0,83200,139000,34500,256700,B1,BUS/GEN,,,
13324,27-1-0-50-A,6719-95-7955,SNGL FAM SUB,4,AC,57600,0,57600,104500,9400,171500,56000,0,56000,81900,8600,146500,A1,AG/GEN,,,
13326,27-11-0-1-0,6728-45-7542,SNGL FAM SUB,4.57,AC,60600,0,60600,199500,17600,277700,59400,0,59400,176000,14900,250300,A1,AG/GEN,,,
13327,27-11-0-2-0,6728-55-4860,SNGL FAM SUB,10.02,AC,89300,0,89300,218500,0,307800,87600,0,87600,189100,0,276700,A1,AG/GEN,,,
13329,27-11-0-3-0,6728-65-3930,SNGL FAM SUB,10.02,AC,89300,0,89300,231000,8800,329100,87600,0,87600,203900,9400,300900,A1,AG/GEN,,,
13331,27-11-0-4-0,6728-75-0786,SNGL FAM SUB,12.14,AC,101200,0,101200,255800,24300,381300,99300,0,99300,217000,20700,337000,A1,AG/GEN,,,
13332,27-11-0-5-0,6728-65-5293,AG 20-100 AC,20.8,AC,149500,0,149500,304300,2100,455900,146500,0,146500,270500,1900,418900,A1,AG/GEN,,,
13333,27-11-0-6-0,6728-55-5305,SNGL FAM SUB,7.5,AC,78500,0,78500,207500,3000,289000,77000,0,77000,178300,3000,258300,A1,AG/GEN,,,
13334,27-11-0-7-0,6728-45-7273,SNGL FAM SUB,4.73,AC,61600,0,61600,236300,18400,316300,60400,0,60400,202600,16100,279100,A1,AG/GEN,,,
13335,28-1-0-76-A,6739-27-4253,SNGL FAM SUB,3,AC,60800,0,60800,0,0,60800,58300,0,58300,0,0,58300,A1,AG/GEN,,,
13336,28-1-0-87-D,6739-24-0206,SNGL FAM SUB,7.5,AC,90000,0,90000,0,0,90000,88900,0,88900,0,0,88900,A1,AG/GEN,,,
13337,28-1-0-87-E,6739-04-4571,SNGL FAM SUB,8.475,AC,91200,0,91200,10300,0,101500,88100,0,88100,9800,0,97900,A1,AG/GEN,,,
13338,28-1-0-87-F,6739-03-6949,SNGL FAM SUB,8.475,AC,91200,0,91200,0,0,91200,88100,0,88100,0,0,88100,A1,AG/GEN,,,
13339,28-1-0-87-G,6739-24-8130,SNGL FAM SUB,7.13,AC,87500,0,87500,0,0,87500,113100,0,113100,0,0,113100,A1,AG/GEN,,,
13340,29-1-0-129-A,6748-97-2969,SNGL FAM SUB,2,AC,63000,0,63000,145300,500,208800,57700,0,57700,119500,500,177700,A1,AG/GEN,,,
13342,29-5-0-1-E,6749-64-6682,SNGL FAM SUB,6.234,AC,102000,0,102000,197400,800,300200,99100,0,99100,161700,800,261600,RR,RES/RUR,,,
13343,30-1-0-21-A,6759-41-3531,SNGL FAM SUB,2.559,AC,69400,0,69400,142800,15300,227500,66100,0,66100,118000,13800,197900,A2,AG/LTD,,,
13345,30-1-0-111-B,6759-75-2619,AG 20-100 AC,97.6,AC,994700,0,994700,0,0,994700,858900,0,858900,0,0,858900,R1,RES/LTD,,,
13347,31-1-0-38-A,6768-99-0439,SNGL FAM SUB,3.3,AC,92000,0,92000,195300,10800,298100,82700,0,82700,162600,10300,255600,A2,AG/LTD,,,
13348,31-1-0-38-B,6768-89-7745,SNGL FAM SUB,3.5,AC,94300,0,94300,178600,23900,296800,85100,0,85100,148900,20800,254800,A2,AG/LTD,,,
13349,31-1-0-38-C,6768-89-5926,SNGL FAM SUB,2.87,AC,86900,0,86900,199900,25900,312700,77500,0,77500,165900,22100,265500,A2,AG/LTD,,,
13350,31-1-0-38-D,6769-80-3133,SNGL FAM SUB,3.23,AC,91100,0,91100,203700,27200,322000,81900,0,81900,167200,22700,271800,A2,AG/LTD,,,
13352,31-1-0-91-A,6778-43-3227,SNGL FAM SUB,3.99,AC,107200,0,107200,229400,2000,338600,95800,0,95800,189700,2000,287500,A2,AG/LTD,,,
13353,31-6-0-5-A,6778-51-4998,SNGL FAM SUB,3.381,AC,98400,0,98400,383200,26800,508400,87900,0,87900,322300,22800,433000,A2,AG/LTD,,,
13355,31-12-0-6-A,6769-76-1648,SNGL FAM SUB,1.891,AC,72000,0,72000,167900,26600,266500,64800,0,64800,138900,23100,226800,A2,AG/LTD,,,
13356,32-1-0-31-B1,6778-67-3843,SNGL FAM SUB,0.25,AC,3600,0,3600,0,0,3600,3200,0,3200,0,0,3200,A2,AG/LTD,,,
13359,32-1-0-65-A1,6789-41-4165,SNGL FAM SUB,2,AC,78500,0,78500,198400,3500,280400,70100,0,70100,167100,3500,240700,A2,AG/LTD,,,
13360,33-1-0-9-C,6798-46-4550,SNGL FAM SUB,2.01,AC,91000,0,91000,172000,2000,265000,81300,0,81300,139900,2000,223200,A2,AG/LTD,,,
13362,63-1-0-2-A,7715-31-2872,SNGL FAM SUB,3.06,AC,169300,0,169300,418800,61900,650000,147300,0,147300,354100,51600,553000,A2,AG/LTD,,,
13363,39-1-0-15-E,6727-15-4631,SNGL FAM SUB,3.62,AC,53500,51700,1800,0,0,53500,52400,50900,1500,0,0,52400,A1,AG/GEN,,,
13364,40-1-0-29-A,6737-51-0813,SNGL FAM SUB,13.342,AC,124300,0,124300,0,0,124300,122100,0,122100,0,0,122100,A1,AG/GEN,,,
13365,40-1-0-29-B,6737-51-5915,SNGL FAM SUB,18.274,AC,154400,145800,8600,0,0,154400,151600,143800,7800,0,0,151600,A1,AG/GEN,,,
13366,40-1-0-29-C,6737-52-9331,SNGL FAM SUB,8.2,AC,100100,95900,4200,0,50100,150200,98400,94900,3500,0,44100,142500,A1,AG/GEN,,,
13367,40-1-0-29-D,6737-52-9709,SNGL FAM SUB,14.3,AC,130100,58100,72000,460300,37300,627700,127800,57400,70400,400300,41600,569700,A1,AG/GEN,,,
13368,63-1-0-2-B,7715-21-7905,SNGL FAM SUB,3.569,AC,180900,0,180900,0,0,180900,157400,0,157400,0,0,157400,A2,AG/LTD,,,
13369,63-1-0-2-C,7715-31-0601,SNGL FAM SUB,5.92,AC,304000,0,304000,782700,0,1086700,209800,0,209800,693800,0,903600,R1,RES/LTD,,,
13371,43-1-0-82-F,6767-92-5990,SNGL FAM SUB,11.73,AC,192400,0,192400,201700,21500,415600,172000,0,172000,170100,17700,359800,A2,AG/LTD,,,
13372,43-1-0-82-G,6777-02-1773,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
13373,43-1-0-91-A,6776-47-7039,AG 20-100 AC,28.64,AC,180900,167700,13200,0,0,180900,160900,148700,12200,0,0,160900,A2,AG/LTD,,,
